id	question	answer
270	 What is the solution for frequent urination after sex?	Hello. Please relax and do not worry. I will explain you everything in detail. 1. Urine routine. 2. Urine culture and sensitivity. 3. Ultrasound of abdomen and pelvis with post-void residual urine. 4. Hemogram. 5. Serum creatinine. Consult your specialist doctor, discuss with him or her and take the treatment below. 1. Tablet Norfloxacin 400 mg in the morning and evening for five days to be started after giving a urine sample for culture. 2. Tablet Pan 40 (Pantoprazole) in the morning for five days. 3. Syrup Cital 10 mL (Disodium hydrogen citrate) in glass of water in the morning and evening for seven days. Drink at least 2 liters of water daily. Revert back with the reports to a urologist online.--->
271	 I feel numbness in penis. Is it due to nerve impingement?	Hi. This is a localized numbness that we are bothered with. Disease starting from this region without any other associated symptoms is quite rare and without them we may not think of a systemic pathology right away. Have you tried nerve tonics? I suggest back strengthening exercises and Pregabalin 75 mg once a day for two weeks. Vitamin B12 levels and HbA1c should be helpful. Consult a specialist doctor, discuss with him or her and take the medicine with consent. Lack of erections may suggest a more systemic disease, but we need to have more a detailed talk before we can attribute symptoms. For further information consult a urologist online -->
272	 My right eye is smaller than my left eye. How to correct it?	Hi. I understand your concerns. The treatment options for you include: Consult an eye care ophthalmologist online for further follow up -->
273	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
274	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
275	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
276	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
277	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
278	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
279	 What can the painful inflamed ridges on penis be?	Hello. I had a look at the photo (attachment removed to protect patient identity). For further information consult a urologist online -->
280	 Can you suggest any medicine to get proper erection?	Hi. 1. Hyperlipidemia. 2. Dapoxetine. Erectile dysfunction. Exercise and dietary changes. For further information consult a sexologist online.--->
